% Model,Untitled.mph
% Version,COMSOL 5.5.0.359
% Date,"May 11 2020, 01:25"
% Table,Accumulated Probe Table 2 - 
% show_air,frequency (Hz),I (A),Time (s) (s),"Three Layer force, x component (N), Three Layer Force X Probe","Economic force, x component (N), Economic Force X Probe","Two Layer force, x component (N), Three Layer Force X Probe 1","One Layer force, x component (N), Three Layer Force X Probe 2","Economic force 14 tooth, x component (N), Economic Force X Probe 1"
1,10,2,0.19000000000000003,0,0,0,0,2024827.5059950494
1,10,2,0.19500000000000003,0,0,0,0,2529016.441957746
1,10,2,0.20000000000000004,0,0,0,0,3120489.8516319296
1,10,3,0,0,0,0,0,-0.10825627446707962
1,10,3,0.005000000000000001,0,0,0,0,-0.23950419624773367
1,10,3,0.010000000000000002,0,0,0,0,-0.26338561373226516
1,10,3,0.015000000000000003,0,0,0,0,-0.28144122758682155
1,10,3,0.020000000000000004,0,0,0,0,-0.29028295527876397
1,10,3,0.025000000000000005,0,0,0,0,-0.28453324755384163
1,10,3,0.030000000000000006,0,0,0,0,-0.2669289399208708
1,10,3,0.035,0,0,0,0,-0.2443340580662331
1,10,3,0.04000000000000001,0,0,0,0,-0.2241165800168094
1,10,3,0.04500000000000001,0,0,0,0,-0.21482988977505207
1,10,3,0.05000000000000001,0,0,0,0,-0.21993470591242642
1,10,3,0.05500000000000001,0,0,0,0,-0.23657176201905183
1,10,3,0.06000000000000001,0,0,0,0,-0.2587757928542482
1,10,3,0.06500000000000002,0,0,0,0,-0.277914319563296
1,10,3,0.07,0,0,0,0,-0.28569330379970476
1,10,3,0.07500000000000001,0,0,0,0,-0.28033073683234117
1,10,3,0.08000000000000002,0,0,0,0,-0.26383465100779085
1,10,3,0.08500000000000002,0,0,0,0,-0.24177889649962675
1,10,3,0.09000000000000002,0,0,0,0,-0.22297604861314466
1,10,3,0.09500000000000001,0,0,0,0,-0.21496647002925987
1,10,3,0.10000000000000002,0,0,0,0,-0.22068530953731175
1,10,3,0.10500000000000002,0,0,0,0,-0.23802784927743822
1,10,3,0.11000000000000001,0,0,0,0,-0.25968168994511825
1,10,3,0.11500000000000002,0,0,0,0,-0.27831153275912
1,10,3,0.12000000000000002,0,0,0,0,-0.2867428680983854
1,10,3,0.12500000000000003,0,0,0,0,-0.280997511088687
1,10,3,0.13000000000000003,0,0,0,0,-0.2636027585775615
1,10,3,0.13500000000000004,0,0,0,0,-0.24166027376658666
1,10,3,0.14,0,0,0,0,-0.22245633910552495
1,10,3,0.14500000000000002,0,0,0,0,-0.21406200972750813
1,10,3,0.15000000000000002,0,0,0,0,-0.21963723475149594
1,10,3,0.15500000000000003,0,0,0,0,-0.23670322508198005
1,10,3,0.16000000000000003,0,0,0,0,-0.2587134553912673
1,10,3,0.16500000000000004,0,0,0,0,-0.27730004022019933
1,10,3,0.17000000000000004,0,0,0,0,-0.28536525636929383
1,10,3,0.17500000000000004,0,0,0,0,-0.2798254852539508
1,10,3,0.18000000000000005,0,0,0,0,-0.2628022132365894
1,10,3,0.18500000000000003,0,0,0,0,-0.24098902273540698
1,10,3,0.19000000000000003,0,0,0,0,-0.22237520313008813
1,10,3,0.19500000000000003,0,0,0,0,-0.21434835344964598
1,10,3,0.20000000000000004,0,0,0,0,-104.1366000483444
1,10,4,0,0,0,0,0,-0.1924555990525901
1,10,4,0.005000000000000001,0,0,0,0,-0.4211276833890224
1,10,4,0.010000000000000002,0,0,0,0,-0.4687294964692106
1,10,4,0.015000000000000003,0,0,0,0,-0.500161817418195
1,10,4,0.020000000000000004,0,0,0,0,-0.5131213247562986
1,10,4,0.025000000000000005,0,0,0,0,-0.501854115466309
1,10,4,0.030000000000000006,0,0,0,0,-0.4701761039959245
1,10,4,0.035,0,0,0,0,-0.42998052504649725
1,10,4,0.04000000000000001,0,0,0,0,-0.39628989391017555
1,10,4,0.04500000000000001,0,0,0,0,-0.38117410492990983
1,10,4,0.05000000000000001,0,0,0,0,-0.39208372899719135
1,10,4,0.05500000000000001,0,0,0,0,-0.42367500842849126
1,10,4,0.06000000000000001,0,0,0,0,-0.4623920895812072
1,10,4,0.06500000000000002,0,0,0,0,-0.4942506632229585
1,10,4,0.07,0,0,0,0,-0.5077785334082552
1,10,4,0.07500000000000001,0,0,0,0,-0.49824084293477217
1,10,4,0.08000000000000002,0,0,0,0,-0.46904820296753863
1,10,4,0.08500000000000002,0,0,0,0,-0.4310613189787204
1,10,4,0.09000000000000002,0,0,0,0,-0.39612180421542853
1,10,4,0.09500000000000001,0,0,0,0,-0.3806796949053052
1,10,4,0.10000000000000002,0,0,0,0,-0.3921028609271069
1,10,4,0.10500000000000002,0,0,0,0,-0.4265412871509446
1,10,4,0.11000000000000001,0,0,0,0,-0.4622882000656228
1,10,4,0.11500000000000002,0,0,0,0,-0.49300903021658704
1,10,4,0.12000000000000002,0,0,0,0,-0.510853496322558
1,10,4,0.12500000000000003,0,0,0,0,-0.5032244386325939
1,10,4,0.13000000000000003,0,0,0,0,-0.4682382673925646
1,10,4,0.13500000000000004,0,0,0,0,-0.42552621669945084
1,10,4,0.14,0,0,0,0,-0.39435098760374576
1,10,4,0.14500000000000002,0,0,0,0,-0.3807035031515915
1,10,4,0.15000000000000002,0,0,0,0,-0.390861136509498
1,10,4,0.15500000000000003,0,0,0,0,-0.4206699240852646
1,10,4,0.16000000000000003,0,0,0,0,-0.4597398970253884
1,10,4,0.16500000000000004,0,0,0,0,-0.4929956195364998
1,10,4,0.17000000000000004,0,0,0,0,-0.5073562663242401
1,10,4,0.17500000000000004,0,0,0,0,-0.49775690118264054
1,10,4,0.18000000000000005,0,0,0,0,-0.4674300898766638
1,10,4,0.18500000000000003,0,0,0,0,-0.42835669937127124
1,10,4,0.19000000000000003,0,0,0,0,-0.39535559049994146
1,10,4,0.19500000000000003,0,0,0,0,-0.381059437157823
1,10,4,0.20000000000000004,0,0,0,0,-0.39128311896577944
1,10,5,0,0,0,0,0,-0.3007118735196737
1,10,5,0.005000000000000001,0,0,0,0,-0.6648014028700189
1,10,5,0.010000000000000002,0,0,0,0,-0.734456200026698
1,10,5,0.015000000000000003,0,0,0,0,-0.7819666691180248
1,10,5,0.020000000000000004,0,0,0,0,-0.8048435003330832
1,10,5,0.025000000000000005,0,0,0,0,-0.790758920331442
1,10,5,0.030000000000000006,0,0,0,0,-0.7424183216114972
1,10,5,0.035,0,0,0,0,-0.679802213477192
1,10,5,0.04000000000000001,0,0,0,0,-0.6278002707186716
1,10,5,0.04500000000000001,0,0,0,0,-0.6035755101356778
1,10,5,0.05000000000000001,0,0,0,0,-0.6132507361937533
1,10,5,0.05500000000000001,0,0,0,0,-0.6572460596967283
1,10,5,0.06000000000000001,0,0,0,0,-0.7174236449169158
1,10,5,0.06500000000000002,0,0,0,0,-0.7697295255976335
1,10,5,0.07,0,0,0,0,-0.7937760246282553
1,10,5,0.07500000000000001,0,0,0,0,-0.776950918655662
1,10,5,0.08000000000000002,0,0,0,0,-0.730413241289712
1,10,5,0.08500000000000002,0,0,0,0,-0.6714816253092857
1,10,5,0.09000000000000002,0,0,0,0,-0.6215524999613516
1,10,5,0.09500000000000001,0,0,0,0,-0.5982556872793062
1,10,5,0.10000000000000002,0,0,0,0,-0.6128160560435485
1,10,5,0.10500000000000002,0,0,0,0,-0.6602012212318459
1,10,5,0.11000000000000001,0,0,0,0,-0.7215703512879048
1,10,5,0.11500000000000002,0,0,0,0,-0.7732395807438354
1,10,5,0.12000000000000002,0,0,0,0,-0.7955752634718622
1,10,5,0.12500000000000003,0,0,0,0,-0.7800752414175687
1,10,5,0.13000000000000003,0,0,0,0,-0.7326155122589811
1,10,5,0.13500000000000004,0,0,0,0,-0.6712802279249126
1,10,5,0.14,0,0,0,0,-0.6194618986514391
1,10,5,0.14500000000000002,0,0,0,0,-0.5969204485582027
1,10,5,0.15000000000000002,0,0,0,0,-0.6122384516165945
1,10,5,0.15500000000000003,0,0,0,0,-0.6595457534338998
1,10,5,0.16000000000000003,0,0,0,0,-0.7207617763957613
1,10,5,0.16500000000000004,0,0,0,0,-0.7725009135375757
1,10,5,0.17000000000000004,0,0,0,0,-0.7950039694871712
1,10,5,0.17500000000000004,0,0,0,0,-0.7783264351939664
1,10,5,0.18000000000000005,0,0,0,0,-0.7293346564215099
1,10,5,0.18500000000000003,0,0,0,0,-0.6685692637486831
1,10,5,0.19000000000000003,0,0,0,0,-0.6174101068865094
1,10,5,0.19500000000000003,0,0,0,0,-0.5950750697776968
1,10,5,0.20000000000000004,0,0,0,0,-0.6104232802664552
1,10,6,0,0,0,0,0,-0.43302509786833143
1,10,6,0.005000000000000001,0,0,0,0,-0.9219338896195375
1,10,6,0.010000000000000002,0,0,0,0,-1.0425583736662105
1,10,6,0.015000000000000003,0,0,0,0,-1.122842002194767
1,10,6,0.020000000000000004,0,0,0,0,-1.1535412371692502
1,10,6,0.025000000000000005,0,0,0,0,-1.1302395369791236
1,10,6,0.030000000000000006,0,0,0,0,-1.0646715561754425
1,10,6,0.035,0,0,0,0,-0.9697399943077128
1,10,6,0.04000000000000001,0,0,0,0,-0.8888773216935549
1,10,6,0.04500000000000001,0,0,0,0,-0.8563462194052059
1,10,6,0.05000000000000001,0,0,0,0,-0.8778767568851463
1,10,6,0.05500000000000001,0,0,0,0,-0.9454617087782222
1,10,6,0.06000000000000001,0,0,0,0,-1.033537543580857
1,10,6,0.06500000000000002,0,0,0,0,-1.108118448113698
1,10,6,0.07,0,0,0,0,-1.1407830963001888
1,10,6,0.07500000000000001,0,0,0,0,-1.1196406582388994
1,10,6,0.08000000000000002,0,0,0,0,-1.053242302946529
1,10,6,0.08500000000000002,0,0,0,0,-0.9658971390525526
1,10,6,0.09000000000000002,0,0,0,0,-0.8919640118952582
1,10,6,0.09500000000000001,0,0,0,0,-0.8588430564922862
1,10,6,0.10000000000000002,0,0,0,0,-0.879472207174056
1,10,6,0.10500000000000002,0,0,0,0,-0.9474098318763596
1,10,6,0.11000000000000001,0,0,0,0,-1.0350266509074384
1,10,6,0.11500000000000002,0,0,0,0,-1.1095976069683173
1,10,6,0.12000000000000002,0,0,0,0,-1.1387478777063222
1,10,6,0.12500000000000003,0,0,0,0,-1.115841427746603
1,10,6,0.13000000000000003,0,0,0,0,-1.0507109103132373
1,10,6,0.13500000000000004,0,0,0,0,-0.9630775602881329
1,10,6,0.14,0,0,0,0,-0.8889915199389897
1,10,6,0.14500000000000002,0,0,0,0,-0.857244820209301
1,10,6,0.15000000000000002,0,0,0,0,-0.8791357790244698
1,10,6,0.15500000000000003,0,0,0,0,-0.9473197070261428
1,10,6,0.16000000000000003,0,0,0,0,-1.0353250942934862
1,10,6,0.16500000000000004,0,0,0,0,-1.1096735437474425
1,10,6,0.17000000000000004,0,0,0,0,-1.1419255153155787
1,10,6,0.17500000000000004,0,0,0,0,-1.1197953894485184
1,10,6,0.18000000000000005,0,0,0,0,-1.051744686227778
1,10,6,0.18500000000000003,0,0,0,0,-0.9637373783348501
1,10,6,0.19000000000000003,0,0,0,0,-0.45002878537977
1,10,6,0.19500000000000003,0,0,0,0,0.8944053678210893
1,10,6,0.20000000000000004,0,0,0,0,3.059458654312677
1,10,7,0,0,0,0,0,-0.5893952720985765
1,10,7,0.005000000000000001,0,0,0,0,-1.2512014950261172
1,10,7,0.010000000000000002,0,0,0,0,-1.427486811495157
1,10,7,0.015000000000000003,0,0,0,0,-1.5305380777699338
1,10,7,0.020000000000000004,0,0,0,0,-1.5706672878499652
1,10,7,0.025000000000000005,0,0,0,0,-1.5344172631612287
1,10,7,0.030000000000000006,0,0,0,0,-1.4378682459982979
1,10,7,0.035,0,0,0,0,-1.3151182539162631
1,10,7,0.04000000000000001,0,0,0,0,-1.2097265053946114
1,10,7,0.04500000000000001,0,0,0,0,-1.1635424249855886
1,10,7,0.05000000000000001,0,0,0,0,-1.1926953141756127
1,10,7,0.05500000000000001,0,0,0,0,-1.2862054776305998
1,10,7,0.06000000000000001,0,0,0,0,-1.4058564696399323
1,10,7,0.06500000000000002,0,0,0,0,-1.5073772753176424
1,10,7,0.07,0,0,0,0,-1.5518650512560368
1,10,7,0.07500000000000001,0,0,0,0,-1.5787213274121001
1,10,7,0.08000000000000002,0,0,0,0,-2.1984584395813833
1,10,7,0.08500000000000002,0,0,0,0,-3.6035536358201656
1,10,7,0.09000000000000002,0,0,0,0,-5.817193692627975
1,10,7,0.09500000000000001,0,0,0,0,-8.92252307837378
1,10,7,0.10000000000000002,0,0,0,0,-12.890532082271678
1,10,7,0.10500000000000002,0,0,0,0,-17.730690887925707
1,10,7,0.11000000000000001,0,0,0,0,-23.40896284411873
1,10,7,0.11500000000000002,0,0,0,0,-29.87720094991672
1,10,7,0.12000000000000002,0,0,0,0,-37.097488607922344
1,10,7,0.12500000000000003,0,0,0,0,-45.05306255545694
1,10,7,0.13000000000000003,0,0,0,0,-53.7548365059427
1,10,7,0.13500000000000004,0,0,0,0,-63.22752960052044
1,10,7,0.14,0,0,0,0,-73.53327523680923
1,10,7,0.14500000000000002,0,0,0,0,-84.70692600766499
1,10,7,0.15000000000000002,0,0,0,0,-96.76567072286245
1,10,7,0.15500000000000003,0,0,0,0,-109.69989778443602
1,10,7,0.16000000000000003,0,0,0,0,-123.46567363651587
1,10,7,0.16500000000000004,0,0,0,0,-138.02125142761702
1,10,7,0.17000000000000004,0,0,0,0,-153.32619499632688
1,10,7,0.17500000000000004,0,0,0,0,-169.3622079369808
1,10,7,0.18000000000000005,0,0,0,0,-186.15983750965344
1,10,7,0.18500000000000003,0,0,0,0,-203.73516868973348
1,10,7,0.19000000000000003,0,0,0,0,-222.1183669610168
1,10,7,0.19500000000000003,0,0,0,0,-241.3818643726543
1,10,7,0.20000000000000004,0,0,0,0,-261.552981779837
1,10,8,0,0,0,0,0,-0.7698223962103686
1,10,8,0.005000000000000001,0,0,0,0,-1.638993581621958
1,10,8,0.010000000000000002,0,0,0,0,-1.8560665286558948
1,10,8,0.015000000000000003,0,0,0,0,-1.9991047786370424
1,10,8,0.020000000000000004,0,0,0,0,-2.0521258037753434
1,10,8,0.025000000000000005,0,0,0,0,-2.0072226363605057
1,10,8,0.030000000000000006,0,0,0,0,-1.8771723939845302
1,10,8,0.035,0,0,0,0,-1.7220500895978135
1,10,8,0.04000000000000001,0,0,0,0,-1.5881853424888164
1,10,8,0.04500000000000001,0,0,0,0,-1.5274801453663283
1,10,8,0.05000000000000001,0,0,0,0,-1.5650029975776851
1,10,8,0.05500000000000001,0,0,0,0,-1.6827795340760698
1,10,8,0.06000000000000001,0,0,0,0,-1.8396965253889903
1,10,8,0.06500000000000002,0,0,0,0,-1.968739364731207
1,10,8,0.07,0,0,0,0,-2.0255721893439054
1,10,8,0.07500000000000001,0,0,0,0,-1.9875532619069867
1,10,8,0.08000000000000002,0,0,0,0,-1.8673111518336831
1,10,8,0.08500000000000002,0,0,0,0,-1.711725741621342
1,10,8,0.09000000000000002,0,0,0,0,-1.5805568427025725
1,10,8,0.09500000000000001,0,0,0,0,-1.523975405203393
1,10,8,0.10000000000000002,0,0,0,0,-1.5643400713349596
1,10,8,0.10500000000000002,0,0,0,0,-1.6858684157834696
1,10,8,0.11000000000000001,0,0,0,0,-1.842338022946411
1,10,8,0.115,0,0,0,0,-1.9746064979369482
1,10,8,0.12000000000000002,0,0,0,0,-2.0316722624342582
1,10,8,0.12500000000000003,0,0,0,0,-1.9470926841846032
1,10,8,0.13000000000000003,0,0,0,0,-1.7346097265499127
1,10,8,0.13500000000000004,0,0,0,0,-1.6143754971184994
1,10,8,0.14,0,0,0,0,-1.518710717084577
1,10,8,0.14500000000000002,0,0,0,0,-1.4849418537855654
1,10,8,0.15000000000000002,0,0,0,0,-1.5456588458629925
1,10,8,0.15500000000000003,0,0,0,0,-1.6783533811656297
1,10,8,0.16000000000000003,0,0,0,0,-1.8625436837617018
1,10,8,0.16500000000000004,0,0,0,0,-1.9946498811015734
1,10,8,0.17000000000000004,0,0,0,0,-2.0514861467243097
1,10,8,0.17500000000000004,0,0,0,0,-2.0141249344076626
1,10,8,0.18000000000000005,0,0,0,0,-1.8850072369882325
1,10,8,0.18500000000000003,0,0,0,0,-1.7216115790136188
1,10,8,0.19000000000000003,0,0,0,0,-1.5848372716311794
1,10,8,0.19500000000000003,0,0,0,0,-1.5278219943645641
1,10,8,0.20000000000000004,0,0,0,0,-1.5695619298867132
1,10,9,0,0,0,0,0,-0.9743064702037263
1,10,9,0.005000000000000001,0,0,0,0,-2.064807882135569
1,10,9,0.010000000000000002,0,0,0,0,-2.3382778727975775
1,10,9,0.015000000000000003,0,0,0,0,-2.532392021803263
1,10,9,0.020000000000000004,0,0,0,0,-2.598242474932324
1,10,9,0.025000000000000005,0,0,0,0,-2.5570087140523308
1,10,9,0.030000000000000006,0,0,0,0,-2.4107066058221616
1,10,9,0.035,0,0,0,0,-2.211439805044885
1,10,9,0.04000000000000001,0,0,0,0,-2.0457664494087564
1,10,9,0.04500000000000001,0,0,0,0,-1.9671274975574227
1,10,9,0.05000000000000001,0,0,0,0,-2.0063300273995877
1,10,9,0.05500000000000001,0,0,0,0,-2.1321832897896345
1,10,9,0.06000000000000001,0,0,0,0,-2.3316253221769725
1,10,9,0.06500000000000002,0,0,0,0,-2.5031158356132317
1,10,9,0.07,0,0,0,0,-2.5667123577083837
1,10,9,0.07500000000000001,0,0,0,0,-2.5216151804123554
1,10,9,0.08000000000000002,0,0,0,0,-2.3829594159604013
1,10,9,0.08500000000000002,0,0,0,0,-2.167314576131075
1,10,9,0.09000000000000002,0,0,0,0,-1.998768697603565
1,10,9,0.09500000000000001,0,0,0,0,-1.9541918140656585
1,10,9,0.10000000000000002,0,0,0,0,-1.9748034245571413
1,10,9,0.10500000000000002,0,0,0,0,-2.1322109754551355
1,10,9,0.11000000000000001,0,0,0,0,-2.332023904749792
1,10,9,0.11500000000000002,0,0,0,0,-2.4977597334385986
1,10,9,0.12000000000000002,0,0,0,0,-2.571696137906655
1,10,9,0.12500000000000003,0,0,0,0,-2.5207697814313597
1,10,9,0.13000000000000003,0,0,0,0,-2.3671788726546668
1,10,9,0.13500000000000004,0,0,0,0,-2.168695001516808
1,10,9,0.14,0,0,0,0,-2.0011650707313575
1,10,9,0.14500000000000002,0,0,0,0,-1.9287484381862976
1,10,9,0.15000000000000002,0,0,0,0,-1.9810048210985167
1,10,9,0.15500000000000003,0,0,0,0,-2.1424311490394365
1,10,9,0.16000000000000003,0,0,0,0,-2.346370887805223
1,10,9,0.16500000000000004,0,0,0,0,-2.5354053190169203
1,10,9,0.17000000000000004,0,0,0,0,-2.6055533962787485
1,10,9,0.17500000000000004,0,0,0,0,-2.5802538119868426
1,10,9,0.18000000000000005,0,0,0,0,-2.43280347520844
1,10,9,0.18500000000000003,0,0,0,0,-2.199421832371091
1,10,9,0.19000000000000003,0,0,0,0,-2.033993115540924
1,10,9,0.19500000000000003,0,0,0,0,-1.9869087018475
1,10,9,0.20000000000000004,0,0,0,0,-2.0439092315752725
1,20,1,0,0,0,0,0,-0.01202847441566025
1,20,1,0.0025000000000000005,0,0,0,0,-0.03238431751301488
1,20,1,0.005000000000000001,0,0,0,0,-0.038354040120875225
1,20,1,0.0075000000000000015,0,0,0,0,-0.041115418875051025
1,20,1,0.010000000000000002,0,0,0,0,-0.04257462732880994
1,20,1,0.012500000000000002,0,0,0,0,-0.04301635884467964
1,20,1,0.015000000000000003,0,0,0,0,-0.04177905766239006
1,20,1,0.0175,0,0,0,0,-0.03960157540901375
1,20,1,0.020000000000000004,0,0,0,0,-0.03711793026151524
1,20,1,0.022500000000000006,0,0,0,0,-0.03564308896430791
1,20,1,0.025000000000000005,0,0,0,0,-0.035626261492115736
1,20,1,0.027500000000000004,0,0,0,0,-0.03697504625097153
1,20,1,0.030000000000000006,0,0,0,0,-0.039078693364167943
1,20,1,0.03250000000000001,0,0,0,0,-0.0411688258484274
1,20,1,0.035,0,0,0,0,-0.0424647636181086
1,20,1,0.037500000000000006,0,0,0,0,-0.04246669649090008
1,20,1,0.04000000000000001,0,0,0,0,-0.04113591048183512
1,20,1,0.04250000000000001,0,0,0,0,-0.039031091534974444
1,20,1,0.04500000000000001,0,0,0,0,-0.036967083879212
1,20,1,0.04750000000000001,0,0,0,0,-0.035750280342301856
1,20,1,0.05000000000000001,0,0,0,0,-0.03591965639579821
1,20,1,0.05250000000000001,0,0,0,0,-0.037564597382344016
1,20,1,0.05500000000000001,0,0,0,0,-0.040131411232724644
1,20,1,0.05750000000000001,0,0,0,0,-0.04272816097507098
1,20,1,0.06000000000000001,0,0,0,0,-0.044076865810021786
1,20,1,0.06250000000000001,0,0,0,0,-0.043811809821818835
1,20,1,0.06500000000000002,0,0,0,0,-0.042375451777333484
1,20,1,0.06750000000000002,0,0,0,0,-0.0395631365288009
1,20,1,0.07,0,0,0,0,-0.036944628291005824
1,20,1,0.07250000000000001,0,0,0,0,-0.0357858670845735
1,20,1,0.07500000000000001,0,0,0,0,-0.03592576523762018
1,20,1,0.07750000000000001,0,0,0,0,-0.03723194718590865
1,20,1,0.08000000000000002,0,0,0,0,-0.03959522286532456
1,20,1,0.08250000000000002,0,0,0,0,-0.04180895126664548
1,20,1,0.08500000000000002,0,0,0,0,-0.04272676023661106
1,20,1,0.08750000000000002,0,0,0,0,-0.04255938752153368
1,20,1,0.09000000000000002,0,0,0,0,-0.041236889324114
1,20,1,0.09250000000000001,0,0,0,0,-0.039089990703270336
1,20,1,0.09500000000000001,0,0,0,0,-0.03697836076947095
1,20,1,0.09750000000000002,0,0,0,0,-0.035739219388014096
1,20,1,0.10000000000000002,0,0,0,0,-0.0358378706905043
1,20,2,0,0,0,0,0,-0.04811389766264152
1,20,2,0.0025000000000000005,0,0,0,0,-0.13526556385302768
1,20,2,0.005000000000000001,0,0,0,0,-0.1594111568818684
1,20,2,0.0075000000000000015,0,0,0,0,-0.1697826438559196
1,20,2,0.010000000000000002,0,0,0,0,-0.17482482696565887
1,20,2,0.012500000000000002,0,0,0,0,-0.17472941443017437
1,20,2,0.015000000000000003,0,0,0,0,-0.16881082739466308
1,20,2,0.0175,0,0,0,0,-0.15952259710229053
1,20,2,0.020000000000000004,0,0,0,0,-0.15043789859315515
1,20,2,0.022500000000000006,0,0,0,0,-0.14465834685713952
1,20,2,0.025000000000000005,0,0,0,0,-0.14442442468384803
