% Model:              Untitled.mph
% Version:            COMSOL 5.5.0.359
% Date:               May 6 2020, 15:00
% Table:              Probe Table 1 - 
% Time (s)                                        Three Layer force, x component (N)                Economic force, x component (N)                   Two Layer force, x component (N)                  One Layer force, x component (N)                  Economic force 14 tooth, x component (N)
0                                                 -1.937196444479721                                -2.2437494379630514                               2.025064943350949                                 1.7574067843011214                                -1.202846309289122
5.043792077318585E-6                              -1.938945322238916                                -2.244877963434165                                2.0211553081309965                                1.754970942618192                                 -1.2041699102704455
1.008758415463717E-5                              -1.9409826359497193                               -2.2462465755666314                               2.0166270307664917                                1.7523513262073702                                -1.2058263769336601
2.017516830927434E-5                              -1.9457032598469617                               -2.2494717538620597                               2.0063851715810648                                1.7467308081232436                                -1.2098070243903927
4.035033661854868E-5                              -1.9582103084241993                               -2.258051563207098                                1.9807621538705786                                1.7337382371062577                                -1.2206966731517468
8.070067323709736E-5                              -1.9923025119785582                               -2.2800186476616866                               1.9183199697272415                                1.7032410437657426                                -1.2493342496868405
1.6140134647419472E-4                             -2.0883432337051246                               -2.3370166801370877                               1.7630336864452023                                1.6296295254537718                                -1.3260517143293187
3.2280269294838944E-4                             -2.3431816995072854                               -2.4738260506793033                               1.3993995961630552                                1.4573683831952935                                -1.5160656957528573
6.456053858967789E-4                              -2.9340881236227934                               -2.758348687592038                                0.6326919680103635                                1.0826067707688223                                -1.9253321463693644
9.684080788451683E-4                              -3.5277358253305273                               -3.0155502060640544                               -0.09870022123494453                              0.7065427827522596                                -2.3114184450067423
0.0012912107717935578                             -4.04967904221339                                 -3.2214081223686075                               -0.7427326392634566                               0.3569325268974969                                -2.637839792391417
0.0019368161576903365                             -4.831486488742649                                -3.4931727386091147                               -1.7807091386233451                               -0.2353776050335981                               -3.1233111215381415
0.0025824215435871155                             -5.330646644383699                                -3.6307692263757962                               -2.563948326576509                                -0.6996627890867843                               -3.443491693643033
0.0032280269294838945                             -5.626097913408393                                -3.689873434244125                                -3.177152721226605                                -1.0601490737471886                               -3.6576764378021185
0.0045192377012774525                             -5.9000832469377835                               -3.7424930736666173                               -4.150129163329225                                -1.5974012979678438                               -3.9411036007274336
0.0056160321226137325                             -5.919990287664142                                -3.7920587201521867                               -4.7738773239462144                               -1.9087719847424605                               -4.08847279419704
0.007809620965286292                              -5.773219253059004                                -4.0883629165583315                               -5.630347406664369                                -2.293130609661269                                -4.292597725690958
0.010003209807958852                              -5.523457886758472                                -4.63233918207667                                 -5.863898825957798                                -2.348987465583561                                -4.38479198492775
0.012196798650631412                              -5.3072061106924115                               -5.294590777680794                                -5.455988429973667                                -2.1065038159542517                               -4.366938714600921
0.014390387493303972                              -5.197974657653013                                -5.879323158629918                                -4.53370287995339                                 -1.6486083277236874                               -4.246201840614691
0.0175                                            -5.245797063273861                                -6.23979560008297                                 -2.8412916696146997                               -0.8779228617885864                               -3.9486382006890017
0.020000000000000004                              -5.456339961882112                                -5.995801469702141                                -1.7895690205525927                               -0.45152139388262075                              -3.7147237580029944
0.022500000000000006                              -5.721726673650829                                -5.35606658765581                                 -1.4472748178096901                               -0.3725643873554738                               -3.573887914192644
0.025000000000000005                              -5.9213178731166884                               -4.55965919024186                                 -1.9222491782203897                               -0.6598639266743282                               -3.5686853818642166
0.027500000000000004                              -5.983750892815542                                -3.9133082816287508                               -3.0345787545703793                               -1.201909281606929                                -3.703153024747001
0.030000000000000006                              -5.881963365299692                                -3.6612713165285014                               -4.3503060214331475                               -1.7843703236587594                               -3.9216711992374935
0.03250000000000001                               -5.649621048622034                                -3.897814227297009                                -5.359446898425257                                -2.178724776529939                                -4.137124136268987
0.035                                             -5.37676301770206                                 -4.534327561704189                                -5.676664900903752                                -2.2322970482976316                               -4.268418547515644
0.037500000000000006                              -5.170238579610032                                -5.329906614519223                                -5.180449962897229                                -1.9232903871036755                               -4.26681975236293
0.04000000000000001                               -5.111057015081209                                -5.982922663643636                                -4.060148146040601                                -1.3689172778849088                               -4.134297978162252
0.04250000000000001                               -5.224080157750708                                -6.246312073698409                                -2.74446735201801                                 -0.7808332396970199                               -3.923257860175808
0.04500000000000001                               -5.468357190127334                                -6.021590527223066                                -1.7370382606305323                               -0.38424429866801096                              -3.7160675726327748
0.04750000000000001                               -5.75248631559483                                 -5.39634587768834                                 -1.4240276042308648                               -0.3317503514460954                               -3.593474305873627
0.05000000000000001                               -5.969397371091325                                -4.610646473522508                                -1.9264351709861904                               -0.6447853560112962                               -3.6036441920304245
0.05250000000000001                               -6.037194247531476                                -3.965282376986314                                -3.053718732158418                                -1.2053115506280083                               -3.743655215082217
0.05500000000000001                               -5.930415507550344                                -3.7069014445024506                               -4.376502879440883                                -1.8007637295604846                               -3.960595236648256
0.05750000000000001                               -5.689786760477102                                -3.9338461845278103                               -5.390467044517826                                -2.2050631742197724                               -4.1717685022712505
0.06000000000000001                               -5.406746442940644                                -4.558687398727826                                -5.7089375760970515                               -2.264871827290686                                -4.296319022468464
0.06250000000000001                               -5.188625001708802                                -5.341746870526685                                -5.210585903865567                                -1.958101233802396                                -4.286187644606094
0.06500000000000002                               -5.117767371523867                                -5.982778030472041                                -4.085785852823929                                -1.402317018391305                                -4.144554274572547
0.06750000000000002                               -5.220202320531938                                -6.2357791933465885                               -2.763941809560453                                -0.809842925846477                                -3.9247166958200665
0.07                                              -5.4379892948219535                               -5.989979722875755                                -1.7321724546874322                               -0.3979443088547504                               -3.6977015363872567
0.07250000000000001                               -5.697018159093693                                -5.346937719170996                                -1.3958174690027556                               -0.32738825394900234                              -3.557270396557728
0.07500000000000001                               -5.906055456928511                                -4.55774918466192                                 -1.892620818211684                                -0.6282553671068426                               -3.562709978311059
